Event name,Image,Date,Time,Place,Price,Attendees,Tags,Views count 
Безкоштовний вебінар «4 етапи побудови команди» від Laba (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Cvz6CLcKbHn6bjAi4mIiDS7s4ML2wpslV5WvE_i3m5g/f53ec30bf04e39058a043f5294be146d.png,31 жовтня 2023 (вівторок),19:30,онлайн,безкоштовно,"https://dou.ua/users/alisa-turbay/, https://dou.ua/users/tatiana-pylypchuk/, https://dou.ua/users/yana-konotopenko/, https://dou.ua/users/nikita-struk/, https://dou.ua/users/sergij-altuhov/, https://dou.ua/users/anatoly042018/","вебінар, кар’єра, менеджмент",221
How to Become a Great CTO | Meetup #12 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/fb_8/f3b06bd3a760bb398b5cc9e705f9f663.png,31 жовтня 2023 (вівторок),19:00,"Онлайн трансляція або офлайн у UNIT.City, NEST",безкоштовно,"https://dou.ua/users/invisible-horizons/, https://dou.ua/users/misha-zanin/, https://dou.ua/users/alexandr-zozulya/, https://dou.ua/users/dmytro-kokoriev/","кар’єра, мітап",216
"Онлайн-подія «Ринок українського ІТ в 2023: зрозуміти, прийняти, адаптуватися» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/FB_9icfP0Y/8030fdd69a203c26f5202d7488e12937.png,31 жовтня 2023 (вівторок),18:00,онлайн,безкоштовно,"https://dou.ua/users/yana-paladii/, https://dou.ua/users/mariia-mykhaylyuk-shkil/, https://dou.ua/users/danylo-radchenko/, https://dou.ua/users/liliia-nykyl/, https://dou.ua/users/tatiana-pylypchuk/, https://dou.ua/users/rimma-golinko/, https://dou.ua/users/nikita-struk/, https://dou.ua/users/anastasiya-vojtenko-2/, https://dou.ua/users/kris-zhuravleva/, https://dou.ua/users/marta-semenova-babych/, https://dou.ua/users/lena-shepeleva/","HR, junior, кар’єра, мітап, технології",209
Learn IT: вебінар із IT-компанією EPAM (подія в архіві),https://s.dou.ua/CACHE/images/img/events/31.10_2/ac745b94f396a19a6c513a30c303ae88.png,31 жовтня 2023 (вівторок),16:00,онлайн,безкоштовно,,"junior, вебінар, кар’єра, технології",156
Діалог на тему: «Ґендерне різноманіття в кібербезпеці: реалії та можливості для жінок в Україні» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%C3%90%C3%90%C3%91%C3%91%C3%90%C3%90%C2%BD%C3%90%C2%BA%C3%90_%C3%90%C3%90-2/003ce86be8351a3d3dca24c7c9502714.png,31 жовтня 2023 (вівторок),10:00,Київ,Безкоштовно,,"безпека, жінки в IT, кар’єра, мітап",115
Лекція про історію появи інтернету у Львові в 1960-х і далі (подія в архіві),https://s.dou.ua/CACHE/images/img/events/395250867_725459572943299_8651966574656339628_n/b1ac039105d8575f5d6639e8bdbc2dad.png,31 жовтня 2023 (вівторок),18:30,"Львів, Центр міської історії, вул. Богомольця 6",безкоштовно,https://dou.ua/users/maryana-mazurak/,"вебінар, технології",97
Всеукраїнський онлайн-урок із кібербезпеки «Вчимося захищатися від кіберзагроз» від Держспецзв’язку (подія в архіві),https://s.dou.ua/CACHE/images/img/events/fb-cover_1640x856_2/0fcd8a48ba0d11e66e2fb051dddda311.png,31 жовтня 2023 (вівторок),13:00,онлайн,безкоштовно,"https://dou.ua/users/yana-shetko/, https://dou.ua/users/valentina-romanenko-1/","junior, безпека, вебінар, кар’єра, технології",73
Курс: Івенти як бізнес інструмент (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9A%D1%96%D1%82___1200%D1%85630-1/9f92049b24fcc799b756a4e1d0e1360a.png,31 жовтня 2023 (вівторок),,Онлайн,50-500$,,"бізнес, курси, менеджмент",59
Стрім «Геловінська фідбек сесія від Sadan Vague» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D1%84%D0%B5%D0%B9%D1%81%D0%B1%D1%83%D0%BA_%D1%81%D0%B0%D0%B4%D0%B0%D0%BD/29424b777e79956f417fea4fa7d6c476.png,31 жовтня 2023 (вівторок),19:00,Онлайн,Безкоштовно,,"3D, gamedev, благодійність, кар’єра, мітап",33
Національний конкурс технологічних проєктів — Open Datathon reUkraine (подія в архіві),https://s.dou.ua/CACHE/images/img/events/FB-1_1/afbcd165809a95b2204ab9cb64d865a7.png,3 листопада 2023 (п'ятниця),,онлайн,безкоштовно,,"війна, змагання, кар’єра, стартап, технології",169
Вебінар “Whats new in Terraform 1.6? Changes in test approach” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BA%D1%80%D0%B5%D0%BE_%D0%B4%D0%B5%D0%B2/4308c8b81a1ae68f7545a82c9ac32e8f.png,3 листопада 2023 (п'ятниця),17:00,online,Безкоштовно,"https://dou.ua/users/ignat-kondyuk/, https://dou.ua/users/ydivol/, https://dou.ua/users/alexander-padalka-1/","DevOps, вебінар, технології",63
DOU Voice Chat: Продуктове мислення (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Frame_2440/c2b023831c656a52e2b44f259c84a5bf.png,2 листопада 2023 (четвер),19:00,DOU,безкоштовно,"https://dou.ua/users/kristina-malysheva/, https://dou.ua/users/mariya-dzvinka/, https://dou.ua/users/anastasia-radionova-1/, https://dou.ua/users/olha-borovykova/, https://dou.ua/users/nastya-nikolaeva/, https://dou.ua/users/lera-mozolevskaya/, https://dou.ua/users/andriy-kobetiak/, https://dou.ua/users/alexandra-slesareva/, https://dou.ua/users/dmytro-kokoriev/, https://dou.ua/users/vadim-ilchenko/, https://dou.ua/users/andrew-smal-1/, https://dou.ua/users/ihor-honcharenko/, https://dou.ua/users/kate-ilchenko/, https://dou.ua/users/paul-timofejev/, https://dou.ua/users/yana-konotopenko/, https://dou.ua/users/ivan-bezroda-1/, https://dou.ua/users/martha-protopish/, https://dou.ua/users/prokopenko-yehor/, https://dou.ua/users/tolia2001/, https://dou.ua/users/elena-zalitok-1/, https://dou.ua/users/liza-shtonda/, https://dou.ua/users/an1rii/, https://dou.ua/users/yana-rudnyeva/, https://dou.ua/users/anna-politikova/, https://dou.ua/users/olha-sheliakina/, https://dou.ua/users/vasya-boychuk/, https://dou.ua/users/andrij-mosin/, https://dou.ua/users/anastasia-kuzmenko-3/, https://dou.ua/users/olha-blagodir-1/, https://dou.ua/users/andrey-guliy/, https://dou.ua/users/maxym-borodko/, https://dou.ua/users/dmytro-kukharchuk/, https://dou.ua/users/maria-ulitina/, https://dou.ua/users/alexander-berezovskyi/, https://dou.ua/users/zahar-berku/","DOU events, product, voice chat, кар’єра, технології",857
Вебінар «Обмін фінансовою інформацію про іноземні рахунки з 2023 року — як працює CRS та що потрібно знати резидентам України?» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%B2%D0%B5%D0%B1%D1%96%D0%BD%D0%B0%D1%80_5_fVmcrHe/82e4fbc5267dbd0755111237a9212148.png,2 листопада 2023 (четвер),11:00,онлайн,безкоштовно,"https://dou.ua/users/tyoma-mirnyij/, https://dou.ua/users/tania-sai/, https://dou.ua/users/anton-babichyk/","інвестиції, бізнес, вебінар",501
Онлайн-курс «Основи 3D-моделювання в ZBrush» від SKVOT (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1dou_1/73f8821b58c46a860928055355646944.png,2 листопада 2023 (четвер),,Онлайн,16 600 грн,,"3D, gamedev, дизайн, кар’єра, курси, технології",269
"AI for Ukraine: Season 2 I Лукаш Кайзер, OpenAI I Лекція за донат (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/Lukasz_Kaiser_YT_1/20009470fd866008bcb282eeee34aed1.png,2 листопада 2023 (четвер),19:00,online,рекомендований донат $10,"https://dou.ua/users/andrey-guliy/, https://dou.ua/users/alex-planida/, https://dou.ua/users/andrej-vasilev-6/","AI, благодійність, кар’єра, мітап, технології",262
Вебінар «Співбесіда BA: Дивні питання та відсутність теорії» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9C%D0%B0%D1%88%D0%B0_%D0%BF%D0%BE%D0%B4%D1%96%D1%97_vgVzbWN/db93f1c434d1ca6c5dd7c4ed1f151e7d.png,2 листопада 2023 (четвер),18:00,Online,Безкоштовно,"https://dou.ua/users/prokopenko-yehor/, https://dou.ua/users/liza-shtonda/, https://dou.ua/users/sasha-nikolaev/, https://dou.ua/users/vasil-artemchuk/, https://dou.ua/users/andrey-guliy/, https://dou.ua/users/nataly-verh/, https://dou.ua/users/olga-pomykailo/, https://dou.ua/users/yana-shetko/","вебінар, кар’єра",163
IT Meets: Startups. Ніч просмажки та факапів (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Startups_833%D1%85435/7f7e5df1ecc251ccccedd535037071f2.png,2 листопада 2023 (четвер),,"Львів, Порохова вежа",50$,,"інвестиції, бізнес, кар’єра, мітап, стартап",157
"Вебінар «Як залучати співробітників в навчання? Кейси GallUp, Harvard, Amazon» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/1_HRM_Banner_Blog_UA_4/ce6b5e01f7a668bb7232de5ca28b4026.png,2 листопада 2023 (четвер),17:00,онлайн,благодійний внесок,"https://dou.ua/users/nataly-verh/, https://dou.ua/users/khrystyna-kuzmak/, https://dou.ua/users/polischuk-ruslana/","вебінар, кар’єра, менеджмент",139
Salesforce Community Meetup (подія в архіві),https://s.dou.ua/CACHE/images/img/events/_trailblazer_community_groups_typelogo_bold_2.1_1/3b5f3b13c73d792828ecff54b2e2abad.png,02 November 2023 (Thursday),19:00,"L'viv, Kamianetska, 1а",free,"https://dou.ua/users/stepan-lazorik/, https://dou.ua/users/aser-mac/","SalesForce, кар’єра, мітап",123
Сертифікаційний онлайн курс «Leading SAFe 6.0» від Е5 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/SAFeOnline10/36e0716dec7c7b41e91c210bdf666525.png,2 — 4 листопада 2023,09:00 — 14:00,Online,19900 грн до 08.10.23,,"Agile, кар’єра, курси, менеджмент",51
"Вебінар «ГІГ-контракт VS ФОП: що cхоже, а що різне?» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/%D0%93%D0%86%D0%93-%D0%9A%D0%9E%D0%9D%D0%A2%D0%A0%D0%90%D0%9A%D0%A2%D0%98_1/ac092c1767cf7e9d747cda96d3310d33.png,2 листопада 2023 (четвер),13:00,Онлайн,безкоштовно,,"бізнес, кар’єра",33
"Вебінар «No code розробка: що, для кого, і чому вона набирає оберти» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/photo_5314580274689987904_y/e95d9e7b5719d85f7855003053ef9c77.png,2 листопада 2023 (четвер),18:00,Online,безкоштовно,"https://dou.ua/users/liliia-mazur/, https://dou.ua/users/ira-yatsevich/, https://dou.ua/users/olga-pomykailo/","вебінар, кар’єра, технології",30
Webinar “Building сustomized сomputer vision applications with FiftyOne plugins” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Webinar_1024/463d8e40a5f405cd29264d0bae1c48f0.png,02 November 2023 (Thursday),17:00,online,free,https://dou.ua/users/andrey-guliy/,"вебінар, технології",27
"Безкоштовний онлайн-курс з Networking для C, C++ і Python AQA від PLVision (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/MicrosoftTeams-image_64/8538a8e1582d4a0b6c61d4eec83d62e2.png,1 листопада 2023 (середа),,Online,Безкоштовно,https://dou.ua/users/wolfreid/,"C, C++, Python, кар’єра, курси, технології",350
Проєкт “Matchmaking with Silicon Valley’s mentors” від MRPL IT Cluster (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BA%D1%80%D0%B5%D0%BC%D0%BD%D1%96%D1%94%D0%B2%D0%B0_%D0%B4%D0%BE%D0%BB%D0%B8%D0%BD%D0%B0/e7b6f7a31895c54c6eb7413eb7b2bfd7.png,1 листопада 2023 (середа),,онлайн,безкоштовно,https://dou.ua/users/sport-katie/,"product, інвестиції, бізнес, кар’єра",233
Офлайн зустріч «Кандидат мрії» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D1%84%D0%B1_6/10e1ef14b34fa4773681a1e7ef1b84d5.png,1 листопада 2023 (середа),15:00,"Київ, Хрещатик 10, IHub",Безкоштовно,https://dou.ua/users/vira-ilnytska-styshuk/,"HR, junior, кар’єра, мітап",216
"Вебінар «Кібербезпека та захист інформації — спеціальність майбутнього, яку можна отримати вже сьогодні!» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/%D0%BA%D1%96%D0%B1%D0%B5%D1%80%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D0%BA%D0%B0/77aa890414a6d4161519a9094cb7c356.png,1 листопада 2023 (середа),19:00,Онлайн,Безкоштовно,"https://dou.ua/users/kseniya-kubata/, https://dou.ua/users/yana-shetko/","junior, безпека, вебінар, кар’єра, технології",164
Офлайн мітап «Вечірня не кава — про реліз-менеджмент» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D0%BD%D1%96%D0%BC%D0%BE%D0%BA_%D0%B5%D0%BA%D1%80%D0%B0%D0%BD%D0%B0_2023-10-27_%D0%BE_20.07.08/07b66ff27efa97ebd2a51e2bc56f320f.png,1 листопада 2023 (середа),19:00,"Львів, Loft 7",за донат,https://dou.ua/users/roma-marinsky/,"QA, кар’єра, мітап, менеджмент, тестування",75
Вебінар «Знайомство з PHP» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Telegram-MeetPHP/a27b56483ef67b3da51fa0bd1d4aeea2.png,1 листопада 2023 (середа),19:00,Online,Безкоштовно,"https://dou.ua/users/dev081023/, https://dou.ua/users/denis-golubev/","PHP, вебінар, кар’єра, технології",64
Онлайн-курс «AWS для початківців» від robot_dreams (подія в архіві),https://s.dou.ua/CACHE/images/img/events/q7UCL3ckyg2cfj8q6TGcy1R0vp9zEG8ExkgZTSCxi-o/2fcb102dfceb7b487291db881ee0b2c8.png,7 листопада — 14 грудня 2023,,онлайн,від 2 713 грн/міс,"https://dou.ua/users/alisa-turbay/, https://dou.ua/users/josserden/","cloud, junior, кар’єра, курси, технології",410
Лекція «Ui kit / передача макета розробнику» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BD%D0%B8%D0%BA%D0%B8%D1%82%D0%B0/46eb038cceb131be6ae4f32a8496c3d4.png,7 листопада 2023 (вівторок),19:30,Online,199 грн,,"вебінар, дизайн, кар’єра",102
Online event “Crafting Success: Service company Product Managers’ in action” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/PRODUCT_WEBINARS/58fddf0cad4f5bb678b393a7cf1278ea.png,07 November 2023 (Tuesday),17:00,Online,Free,"https://dou.ua/users/nataly-verh/, https://dou.ua/users/yuliia-may/","product, кар’єра, мітап, менеджмент",92
Webinar “Stateful Streaming в Apache Flink: розкриття нюансів.” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/BigData_ApacheFlink-1200x630_/c1bc1af0756f1fc27ba8162c38bbcd39.png,7 листопада 2023 (вівторок),11:00,Online,Безкоштовно,,"вебінар, кар’єра, технології",51
REST API Testing Bootcamp (подія в архіві),https://s.dou.ua/CACHE/images/img/events/bootcamp_rest_api/03aba068b14c0932aefb065d553a9cd8.png,6 листопада 2023 (понеділок),,online,безкоштовно,"https://dou.ua/users/vika-shalahan/, https://dou.ua/users/max-bondarenko-3/, https://dou.ua/users/dmitro-lapushenko/, https://dou.ua/users/natalya-lisova/, https://dou.ua/users/viktoriaromanovna/, https://dou.ua/users/igor-ignatenko/, https://dou.ua/users/oksana-moroz-12/, https://dou.ua/users/nataliya-semenova-1/, https://dou.ua/users/yevgeniya-usachova/, https://dou.ua/users/tatyana-pilipenko-2/, https://dou.ua/users/alonasachok/, https://dou.ua/users/kozhuhar-tatyana/, https://dou.ua/users/vluuck-great/, https://dou.ua/users/valentyna-lytvynova/, https://dou.ua/users/alex-zhyla/, https://dou.ua/users/andrej-blakitnyij-1/","QA, воркшоп, тестування, технології",697
Онлайн-курс «Проджект-менеджмент в ІТ» від Laba (подія в архіві),https://s.dou.ua/CACHE/images/img/events/MwLQgu0jC3_8K0p1TEy5I6vvby0OC-inQMyR_eVJ7vQ/9deadf761f36f1e6a51fe00ba0b0e032.png,6 листопада — 18 грудня 2023,,онлайн,20 400 грн,https://dou.ua/users/alisa-turbay/,"Agile, junior, кар’єра, курси, менеджмент",363
Курс «UX/UI для геймдеву» від SKVOT (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Facebook_post_-_1_HUko7DW/73f831e1d5cf362d3de3481e5d007cf8.png,6 листопада 2023 (понеділок),,онлайн,150$ / міс,,"gamedev, дизайн, кар’єра, курси, технології",309
Ciklum AI Hackathon: Unleashing the Power of AI (подія в архіві),https://s.dou.ua/CACHE/images/img/events/395127183_718616043633397_8021592611124398546_n/76363e99b9b9a8279a13e53ef738d6cd.png,06 November 2023 (Monday),,Online,free,,"AI, змагання, кар’єра, технології, хакатон",215
День проджект-менеджера в ІАМРМ (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%B4%D0%BB%D1%8F_%D0%BA%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80%D1%8F/69a515a57424e89e2704523f04b658de.png,6 листопада 2023 (понеділок),,Онлайн,Вартість мінімального пакету на курс-флагман 320$,,"кар’єра, курси, менеджмент",162
Курс “Python for beginners” від QALight (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1_8qoEAVg/0ec0e08d384e6590953e68d1ec0a9ef9.png,6 листопада 2023 (понеділок),,онлайн,9 680 грн,,"junior, Python, кар’єра, курси, технології",159
Official certification course “Extended Kanban Maturity Model” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/training_Y5oxVUq_RGrPz0m/9f24925239bacfac71126d52ce450d90.png,6 — 10 November 2023,,Online,900 EUR,,"Agile, курси, менеджмент",126
EU4Business: Бізнес тур до Польщі (подія в архіві),https://s.dou.ua/CACHE/images/img/events/16x9-1024x576/1af47f511ff93fd887f7d7f9aa626d51.png,6 листопада 2023 (понеділок),,Варшава,безкоштовно,,"бізнес, кар’єра, мітап, технології",99
Прокачай свій IT English на безкоштовному марафоні від Englishdom (подія в архіві),https://s.dou.ua/CACHE/images/img/events/840%D1%85460_gSrhkCD/3bd0ed14d970b78f5e0c7c6662633c6e.png,5 листопада 2023 (неділя),,онлайн,безкоштовно,"https://dou.ua/users/kostyantin-mihiyenkov/, https://dou.ua/users/marianna-lendel/, https://dou.ua/users/roma-trifonov/, https://dou.ua/users/elena-kostash/, https://dou.ua/users/nataliya-samohvalova/, https://dou.ua/users/natalia-bondarenko-5/, https://dou.ua/users/pershko-vladislav/, https://dou.ua/users/tatyana-dedishcheva/, https://dou.ua/users/tetyana-shmirina/, https://dou.ua/users/vladimir-kovbasa/, https://dou.ua/users/vfivew/, https://dou.ua/users/oleg-vusiker/, https://dou.ua/users/vitalina-sizova/","англійська, воркшоп, кар’єра",754
Free Weekend from Vue School (подія в архіві),https://s.dou.ua/CACHE/images/img/events/FW2023-Meta-1200x628/4c5c9aa573271f0a785a887630da60da.png,05 November 2023 (Sunday),,Online,Free,"https://dou.ua/users/annasokolova/, https://dou.ua/users/nerovnia-volodymyr/","Front-end, JavaScript, junior, вебінар, кар’єра, технології",242
Founders2Founders: Trainings on Entrepreneurship (подія в архіві),https://s.dou.ua/CACHE/images/img/events/F2F_jdyNqja/76bf79f73e422769e0b3f523ed103126.png,5 листопада 2023 (неділя),10:00,Івано-Франківськ,Безкоштовно,,"інвестиції, бізнес, кар’єра, мітап, стартап",29
Trainual <> Everlabs Hackathon 2023 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/typecolor/5175420ecb092a1ffd217e575ab3907a.png,4 листопада 2023 (субота),11:00,"Черкаси, вулиця Надпільна, 252/1, офіс Everlabs",Благодійний внесок,"https://dou.ua/users/iryna-zaruba/, https://dou.ua/users/maksym-hostroushko/, https://dou.ua/users/minery27/, https://dou.ua/users/aleksei-dmitrenko/, https://dou.ua/users/vitaliy-rudenko-2/, https://dou.ua/users/victoria-bondar-3/, https://dou.ua/users/valerii-drachenko/, https://dou.ua/users/andrey-zherebtsov/, https://dou.ua/users/olena-artemenko-1/, https://dou.ua/users/ivan-bevza-1/, https://dou.ua/users/oleg-pasko/, https://dou.ua/users/egor-germanenko/, https://dou.ua/users/ruslan-olijnik/, https://dou.ua/users/ira-klychko/, https://dou.ua/users/ruslan-taranenko/, https://dou.ua/users/oleksii-konanchyk/, https://dou.ua/users/oleksandr-poltavets-2/, https://dou.ua/users/katya-rudenko/, https://dou.ua/users/asasinlol10/, https://dou.ua/users/vitalii-kashoid/","благодійність, кар’єра, технології, хакатон",289
Тренінг-інтенсив «Інфраструктура мікросервісів» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/spring-cloud-logo/919ad73499b152c484cffe4bc52045a8.png,4 листопада 2023 (субота),,Онлайн,безкоштовно,"https://dou.ua/users/sergey-morenets/, https://dou.ua/users/oleksandr-stepanovich/, https://dou.ua/users/vitalii-lipovetskii/","Java, вебінар, кар’єра, технології",123
Мітап «Ранкова кава про реліз-менеджмент» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D0%BD%D1%96%D0%BC%D0%BE%D0%BA_%D0%B5%D0%BA%D1%80%D0%B0%D0%BD%D0%B0_2023-11-02_%D0%BE_00.21.29/f3c0e8ce559831302a38b7aadeda2bbb.png,4 листопада 2023 (субота),11:00,"Київ, NLSN & FRNDS CF",за донат,,"QA, кар’єра, мітап, тестування, технології",78
Founders2Founders: Trainings on Entrepreneurship (подія в архіві),https://s.dou.ua/CACHE/images/img/events/F2F_TVOAwse/1b44b062f560bd4a7815f0812c101c97.png,4 листопада 2023 (субота),10:00,Львів,Безкоштовно,,"інвестиції, бізнес, вебінар, кар’єра, стартап",39
DEV Cycle Day від DEV Challenge (подія в архіві),https://s.dou.ua/CACHE/images/img/events/zastavka/111b2028543320d7e98d388e1b370376.png,3 листопада 2023 (п'ятниця),14:00,онлайн,безкоштовно,https://dou.ua/users/olena-kasianenko-3/,"кар’єра, мітап, технології",34
Курс 3D Modeling з нуля від CHI IT Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1080x1080_3D/61639488f545cee1b6bf756cfe2f26b4.png,9 листопада 2023 (четвер),,Online,3630грн/міс,,"3D, junior, кар’єра, курси, технології",106
Стажування Internship Full Stack JS від Technorely (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Technorely_logo_new_pUNiwBH/e235c1fef806df6329c75edb35e0969a.png,8 листопада 2023 (середа),,Онлайн,безкоштовно,"https://dou.ua/users/maxim-marinovskyi/, https://dou.ua/users/1397st3-oleksandr-pilyavskii/, https://dou.ua/users/rostyslavkr/, https://dou.ua/users/dmytro-dmytruk/, https://dou.ua/users/shirley-holmes/, https://dou.ua/users/yaroslav-muradyan/, https://dou.ua/users/mykola-vladymyrskiy/, https://dou.ua/users/erachanz01/, https://dou.ua/users/viktoriia-baran/, https://dou.ua/users/vasil-grits-1/, https://dou.ua/users/alexvlaso/, https://dou.ua/users/anton-chan/, https://dou.ua/users/katerina-sivulska/, https://dou.ua/users/halyna-tulchii/, https://dou.ua/users/james-007/, https://dou.ua/users/artem-dmytrenko-3/, https://dou.ua/users/nikolai-vorobiov/, https://dou.ua/users/leonid-blischik/, https://dou.ua/users/marian-volytskyi/, https://dou.ua/users/gurevychkateryna/, https://dou.ua/users/mictep-id/, https://dou.ua/users/darina-karmazin/, https://dou.ua/users/denys-tsebulia/, https://dou.ua/users/yuliya-shapovalenko/, https://dou.ua/users/pavel-kirichenko/, https://dou.ua/users/anton-kobyshev/, https://dou.ua/users/alla-honcharova/, https://dou.ua/users/anastasiia-kukharenko/, https://dou.ua/users/albina-anistratenko/, https://dou.ua/users/justis-v/, https://dou.ua/users/anton-mahdysiuk/, https://dou.ua/users/johnny-key/, https://dou.ua/users/ivan-tymoshchuk-1/, https://dou.ua/users/oleksii-mikhno/, https://dou.ua/users/vladymyr-mazepa/, https://dou.ua/users/taras-papka/, https://dou.ua/users/vasiliy-p/, https://dou.ua/users/maksim-shulga-2/, https://dou.ua/users/kab1why/, https://dou.ua/users/vera-smulskaya/, https://dou.ua/users/evgeniya-minyukova/, https://dou.ua/users/forckes/, https://dou.ua/users/vadim-b/, https://dou.ua/users/sasha-borisenko-2/, https://dou.ua/users/dmitriy-kharchenko-3/, https://dou.ua/users/vfivew/, https://dou.ua/users/kirilo-kolotilo/, https://dou.ua/users/tony-radi/, https://dou.ua/users/mykola-pyroh/, https://dou.ua/users/artem-tregub-1/, https://dou.ua/users/bogdan-tertischev/, https://dou.ua/users/roman-zolotarov/, https://dou.ua/users/kostyantin-ohorzin/, https://dou.ua/users/yurii-bodnar-1/, https://dou.ua/users/mykola-baliasevych/, https://dou.ua/users/an1rii/, https://dou.ua/users/maksym-drebot/, https://dou.ua/users/anton-knyish/, https://dou.ua/users/sofiia-maliarenko/, https://dou.ua/users/metalspell/, https://dou.ua/users/serhii-melnyk-7/, https://dou.ua/users/vladislav-moskalenko-3/, https://dou.ua/users/serhii-kutovyi/, https://dou.ua/users/illia-shatokhin/, https://dou.ua/users/olena-hras/, https://dou.ua/users/yaroslav-balan/, https://dou.ua/users/marina-gontar/, https://dou.ua/users/kostya-fedorov-1/, https://dou.ua/users/nikita-tkachuk/, https://dou.ua/users/fed-denisenko/, https://dou.ua/users/andrew-buryachok/, https://dou.ua/users/like-life/, https://dou.ua/users/yurii-arutiunov/, https://dou.ua/users/valentunpro96/, https://dou.ua/users/serhii-pashchenko-6/, https://dou.ua/users/anna-vorobyova/, https://dou.ua/users/dvnkx/, https://dou.ua/users/strider38/, https://dou.ua/users/vitaliy-gurevich/, https://dou.ua/users/anna-bondar-13/, https://dou.ua/users/dmitrij-lukyanchuk/, https://dou.ua/users/artem-lypnyk/, https://dou.ua/users/vitalii-havryliv/, https://dou.ua/users/mihailo-salko/, https://dou.ua/users/some1/, https://dou.ua/users/oleksandr-domanskiy/, https://dou.ua/users/svitlana-voloschuk/, https://dou.ua/users/dmitrii-ishkov/","JavaScript, junior, кар’єра, курси, технології",4460
Курс “Python Developer” від ITVDN (подія в архіві),https://s.dou.ua/CACHE/images/img/events/330%D1%85330_%D0%9A%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80/beccd9383e29ec5988cdc4495824e5b6.png,8 листопада 2023 (середа),,онлайн,від 72 USD/міс,https://dou.ua/users/yuliya-prints/,"junior, Python, кар’єра, курси, технології",585
