Event name,Image,Date,Time,Place,Price,Attendees,Tags,Views count 
Безплатний курс QA Engineer для жінок від Projector Foundation (подія в архіві),https://s.dou.ua/CACHE/images/img/events/QA_%D0%B3%D0%BE%D1%80%D0%B8%D0%B7%D0%BE%D0%BD%D1%82%D0%B0%D0%BB%D1%8C/127d58f959f71cefc03e31055ab822d5.png,6 грудня 2023 (середа),,онлайн,безкоштовно для жінок,"https://dou.ua/users/olha-shylo/, https://dou.ua/users/karina-baulina/, https://dou.ua/users/natalia-yaggish/, https://dou.ua/users/svetlana-podmazko/, https://dou.ua/users/tanja-nechet/, https://dou.ua/users/lyuda-gundar/, https://dou.ua/users/olga-zykova/, https://dou.ua/users/galya-lev/, https://dou.ua/users/antonina-gubar/, https://dou.ua/users/tatyana-bochkovskaya-1/, https://dou.ua/users/anna-karamova/, https://dou.ua/users/darya-uvarova/, https://dou.ua/users/karina-shevchuk-1/, https://dou.ua/users/wilena-mudra/, https://dou.ua/users/darina-felix/","QA, жінки в IT, кар’єра, курси, тестування, технології",1302
Безплатний курс Golang Beginning для жінок від Projector Foundation (подія в архіві),https://s.dou.ua/CACHE/images/img/events/GB_%D0%B3%D0%BE%D1%80%D0%B8%D0%B7%D0%BE%D0%BD%D1%82%D0%B0%D0%BB%D1%8C/9bd1a05ef361fb9919fab83b54063e42.png,6 грудня 2023 (середа),,онлайн,безкоштовно,"https://dou.ua/users/inna-halantiuk/, https://dou.ua/users/iryna-v-n/, https://dou.ua/users/alina-krestin/","junior, жінки в IT, кар’єра, курси, технології",877
GlobalLogic JavaScript Community Webinar #18 “Long Story Short: OSI Model” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DOU_ava_8/97998ef19a9bb53fecffc074161b06f1.png,6 грудня 2023 (середа),18:00,Online,безкоштовно,"https://dou.ua/users/anna-lihtman/, https://dou.ua/users/maria-mynkina-1/, https://dou.ua/users/klymentii-s/, https://dou.ua/users/nazar-peleh/, https://dou.ua/users/andrii-koval-6/, https://dou.ua/users/christina-zavarzina/, https://dou.ua/users/nataliia-ponomarenko/, https://dou.ua/users/igor-romanyuk-1/, https://dou.ua/users/max-babich/, https://dou.ua/users/petro-kulko/, https://dou.ua/users/mykola-vladymyrskiy/, https://dou.ua/users/elizaveta-rogovaya-1/, https://dou.ua/users/gringo-g/, https://dou.ua/users/mykhailo-tarasov/, https://dou.ua/users/alla-kaplia/, https://dou.ua/users/mykhailo-toporkov/, https://dou.ua/users/nikita-krutogolov/, https://dou.ua/users/ivan-ursta/, https://dou.ua/users/maxim-bordyug/, https://dou.ua/users/liliia-nedashkivska/","back-end, DevOps, Front-end, junior, вебінар, кар’єра, технології",630
Курс “Machine Learning для програмістів” від CHI IT Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/FB_ML/807a33e3ef2a9d7c13f9ce41d424459e.png,6 грудня 2023 (середа),,Online,5000 грн/міс.,,"ML, Python, кар’єра, курси, технології",231
Online event “Leveraging GPT-based copilots for enhanced personal performance” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Dou_-_meetup_BtETLHp/ca891c54537226d7780f53d7c9261324.png,06 December 2023 (Wednesday),18:00,Online,Free,"https://dou.ua/users/kostiantyn-serikov/, https://dou.ua/users/eugen-niedaszkowski/, https://dou.ua/users/volodymyr-tkachenko/, https://dou.ua/users/lena-boyko-1/","AI, вебінар, технології",190
Rivne IT MeetUp (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Rivne_IT_MEETUP_02_WP/dfb5e442347bc4e0a5b069100d5fec27.png,6 грудня 2023 (середа),18:30,"Рівне, Space4, ""Дія Бізнес""",безкоштовно,,"кар’єра, мітап, технології",139
"Вебінар «Комунікувати, не можна мовчати» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/%D0%9A%D0%BE%D0%BC%D1%83%D0%BD%D1%96%D0%BA%D0%B0%D1%86%D1%96%D1%8F_%D0%9A%D0%BE%D0%BC%D0%BF%D0%B0%D1%80%D1%83%D1%81/b34e0c59bd2f05a0b168cb1f15f1de3e.png,6 грудня 2023 (середа),18:30,Онлайн,Безкоштовно,"https://dou.ua/users/yuliya-artemenko/, https://dou.ua/users/evgeniya-sheigus/, https://dou.ua/users/vikagoch1984/","HR, вебінар, кар’єра, менеджмент",123
Вебінар AWS re:Invent 2023: Огляд новин — Частина перша (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Amazon_Web_Services-Logo.wine/5ced295748a1ed697fdbc67f53b82596.png,6 грудня 2023 (середа),18:30,Online,Безкоштовно,"https://dou.ua/users/anna-kolchak-1/, https://dou.ua/users/mykhailo-stieblov/","cloud, вебінар, технології",92
Вебінар «Аналіз вимог в ІТ-проєктах — для чого це потрібно кожному айтівцю» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%92%D0%B5%D0%B1%D1%96%D0%BD%D0%B0%D1%80_%D0%90%D0%BD%D0%B0%D0%BB%D1%96%D0%B7_%D0%B2%D0%B8%D0%BC%D0%BE%D0%B3_%D0%B2_%D0%86%D0%A2_%D0%BF%D1%80%D0%BE%D1%94%D0%BA%D1%82%D0%B0%D1%85_2/076f7e0d2422fb1cc83606098d1b36e3.png,6 грудня 2023 (середа),19:00,Online,Безкоштовно,"https://dou.ua/users/viktoriia-tykhomyrova/, https://dou.ua/users/kateryna-mykhailovska/","вебінар, технології",90
Webinar “How Open Source contributions changed my life” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/How_Open_Source_contributions__changed_my_life___1/11a31f17c5ee58b33b43f2c50f142613.png,06 December 2023 (Wednesday),12:30,online,free,https://dou.ua/users/valerij-gruzitskij/,"вебінар, технології",71
Offline event “Teacher’s community gathering” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0_%D0%93%D0%BE%D0%BB%D1%83%D0%B1%D0%B5%D0%BD%D0%BA%D0%BE_6_%D0%B3%D1%80%D1%83%D0%B4%D0%BD%D1%8F/82a5b30220327b59a59030980cc967c6.png,6 грудня 2023 (середа),18:00,"Дніпро, SoftServe",безкоштовно,https://dou.ua/users/karina-polovinkina/,"кар’єра, мітап, технології",48
Вебінар «Фасилітаційне лідерство» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DOU_UIH6AT3/60955cc5816668caa35474e4cceea7ff.png,6 грудня 2023 (середа),18:00,Онлайн,Безкоштовно,,"вебінар, кар’єра, менеджмент",37
Luxoft TechGround Hackathon #3 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/ln_event-min/7be2fc8a9933446f7d69581d6ff5a5ab.png,8 — 9 грудня 2023,,онлайн,безкоштовно,"https://dou.ua/users/yvhenoid/, https://dou.ua/users/alexandroooo/, https://dou.ua/users/yevheniilichman/, https://dou.ua/users/tetiana-romaniuk/, https://dou.ua/users/denis-kozij/, https://dou.ua/users/alena-hady/, https://dou.ua/users/zhenya-smelova/, https://dou.ua/users/ruslan-belyii/, https://dou.ua/users/andrii-cherkas/, https://dou.ua/users/dasha-zakalata/, https://dou.ua/users/yura-ogorodnik-1/","back-end, Front-end, QA, дизайн, кар’єра, технології, хакатон",815
Field Complete + Mate academy QA scholarship (подія в архіві),https://s.dou.ua/CACHE/images/img/events/QA_scholarship/0c5804d1c20ed72b94524d1ce4a5c5d0.png,8 грудня 2023 (п'ятниця),,online,free,,"QA, кар’єра, курси, тестування, технології",412
Онлайн-курс “TypeScript” від Hillel IT School (подія в архіві),https://s.dou.ua/CACHE/images/img/events/TS-9-Telegram_RR5uENa/1ec8516e2fa437090ac0b89c58eda118.png,8 грудня 2023 (п'ятниця),,Online,9000 грн,,"кар’єра, курси, технології",342
Construction Evolution Forum-2. ІТ та будівництво (подія в архіві),https://s.dou.ua/CACHE/images/img/events/CE___O2Vb3Tw/3639c120f8f5d992440d06461a306ee9.png,8 грудня 2023 (п'ятниця),,"онлайн та офлайн Київ, Unit.City",від 400 грн,"https://dou.ua/users/upravlinnya-dabk/, https://dou.ua/users/construction-evolution-forum/","інвестиції, бізнес, кар’єра, конференція, технології",279
AGROIT Forum 2023 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/digitalforum.pro-logo_k9GwR53/f4c87c5a2eded0f92145a57eb821cce5.png,8 грудня 2023 (п'ятниця),10:00,"Київ, вул. Госпітальна, 4, Premier Hotel Rus",1500-3000 грн,https://dou.ua/users/konstantin-rudik/,"конференція, технології",190
Meetups4Startups «Чому в тебе не інвестують» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Meetups4Startups/d3b1d4798c81da7c5d17377251fc98c4.png,8 грудня 2023 (п'ятниця),18:30,"Львів, Музейно-культурний комплекс пивної історії «Львіварня»",безкоштовно,"https://dou.ua/users/yurij-putsan/, https://dou.ua/users/volodymyr-simkiv/","інвестиції, мітап, стартап",176
DOU Meetup у Варшаві — Реєстрацію завершено (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D0%BD%D1%96%D0%BC%D0%BE%D0%BA_%D0%B5%D0%BA%D1%80%D0%B0%D0%BD%D0%B0_2023-11-27_%D0%BE_17.05.12/8ffccdb03eb26e4c037ac8603f35b655.png,7 грудня 2023 (четвер),18:00,"Варшава, деталі після реєстрації",1000 грн (донат на KOLO),"https://dou.ua/users/oleh-starosta/, https://dou.ua/users/elena-dychuk/, https://dou.ua/users/lesik-kovalchuk/, https://dou.ua/users/yevhen-martyn/, https://dou.ua/users/oksana-lobko/, https://dou.ua/users/olha-oliinyk-2/, https://dou.ua/users/vadym-chesnokov/, https://dou.ua/users/vetik-bentley/, https://dou.ua/users/aleksandra-tarabanova-1/, https://dou.ua/users/dmytro-petriv-1/, https://dou.ua/users/a4/, https://dou.ua/users/yurasrohiy/, https://dou.ua/users/viktoriia-strelkovska-1/, https://dou.ua/users/alina-bas/, https://dou.ua/users/yaroslav-polyakov/","DOU events, благодійність, кар’єра, мітап",1419
🎤 DOU Voice Chat: Ролі та відповідальності в DevOps-команді (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Group_367/8192fa5c65524579f5fe9d1fc8924889.png,7 грудня 2023 (четвер),19:00,DOU | DevOps,безкоштовно,"https://dou.ua/users/kristina-malysheva/, https://dou.ua/users/aleksandr-sapozhnikov/, https://dou.ua/users/roma-dbv/, https://dou.ua/users/ruslan-politanskii/, https://dou.ua/users/kolya-avramuk/, https://dou.ua/users/arsen-kudrya/, https://dou.ua/users/andriy-kobetiak/, https://dou.ua/users/searge-boremchuq/, https://dou.ua/users/anton-s-4/, https://dou.ua/users/yaroslav-sapak/, https://dou.ua/users/nikita-krutogolov/, https://dou.ua/users/pryduvys-oleksandr/, https://dou.ua/users/ydivol/, https://dou.ua/users/zoriana-hrechkosii/, https://dou.ua/users/aleksandr-ivanov-28/, https://dou.ua/users/dmitro-gorovetskii/, https://dou.ua/users/anton-hmelnitskij/","DevOps, DOU events, voice chat, кар’єра, менеджмент, технології",410
Meetup: .NET 8 with Azure (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1_6GK8V50/f539410454f1e2dd1921497a7bd2d410.png,7 грудня 2023 (четвер),19:00,"Львів, вул. Кульпарківська, 200а, FuturaHub",Безкоштовно,"https://dou.ua/users/yaroslav-kyliushyk/, https://dou.ua/users/oleksandr-makar/",".NET, мітап, технології",386
Вебінар «Як за рік змінився процес пошуку роботи серед джунів в IT» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/07.12_/6343bd388729dc7ad9e8de7bee2d9957.png,7 грудня 2023 (четвер),19:00,онлайн,безкоштовно,"https://dou.ua/users/yuliya-prints/, https://dou.ua/users/evgeniya-sheigus/, https://dou.ua/users/stanislav-hryshchenko/, https://dou.ua/users/max-duma/, https://dou.ua/users/yuliya-guba/, https://dou.ua/users/vikagoch1984/, https://dou.ua/users/vladymyr-mazepa/","HR, junior, вебінар, технології",238
Безкоштовна лекція «DevOps» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/4.1_3/0c8eb080f0e009e4d19155771c195773.png,7 грудня 2023 (четвер),19:00,online,безкоштовно,"https://dou.ua/users/tetyana-chernikova/, https://dou.ua/users/nikita-krutogolov/, https://dou.ua/users/max-duma/, https://dou.ua/users/exlawer/, https://dou.ua/users/yana-shetko/","DevOps, вебінар, кар’єра, технології",155
Воркшоп “Career sprint” від GG.BET (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D0%BD%D1%96%D0%BC%D0%BE%D0%BA_%D0%B5%D0%BA%D1%80%D0%B0%D0%BD%D0%B0_2023-12-04_%D0%BE_12.27.58/a147b423330aeceb4724846c69060b8b.png,7 грудня 2023 (четвер),15:00,"Київ, вулиця Мечнікова 2, БЦ ""Парус""",безкоштовно,https://dou.ua/users/tatumscroll/,"воркшоп, кар’єра",138
QA Management Club: QA interview. How to conduct and how to pass. (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D1%83%D1%81%D1%82%D1%80%D1%96%D1%87%D1%96__%D0%B4%D0%BB%D1%8F_QA_%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%B5%D1%80%D1%96%D0%B2_10/1aaa475c16df124ac8fd39a35316164b.png,7 грудня 2023 (четвер),20:00,online,Безкоштовно,"https://dou.ua/users/vadim-andrienko-2/, https://dou.ua/users/oksana-gnyp/","QA, кар’єра, мітап, менеджмент, тестування, технології",100
Вебінар AWS re:Invent 2023: Огляд новин — Частина друга (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Amazon_Web_Services-Logo.wine_B7idRO3/cee6657df2c949240a62ae04f9c0fe69.png,7 грудня 2023 (четвер),18:30,Online,Безкоштовно,https://dou.ua/users/mykhailo-stieblov/,"cloud, вебінар, технології",74
Вебінар «З чого почати в ІТ» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Learn_more/1df0d966aeaa03773d79ffe7c39298cb.png,7 грудня 2023 (четвер),16:00,online,безкоштовно,"https://dou.ua/users/valeriya-shevchenko-3/, https://dou.ua/users/olya-mk-1/","вебінар, кар’єра, технології",69
Онлайн-подія «Omniverse від Nvidia: можливості та перспективи метавсесвіту» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/nvidia_webinar/7a8db35c94694d6a07746bdcf47d7eb9.png,7 грудня 2023 (четвер),19:00,Online,безкоштовно,https://dou.ua/users/margarita-vodyahina/,"вебінар, кар’єра, технології",67
Вебінар «Рішення Google Cloud для Game Dev компаній та розробників ПЗ» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/405073133_807708464700408_2878055078513032903_n/18b6da2229cec79f45dd9a579da18728.png,7 грудня 2023 (четвер),11:00,online,Безкоштовно,,"cloud, gamedev, вебінар",49
Pitch Day національного конкурсу Open Datathon reUkraine (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%94%D0%B0%D1%82%D0%B0%D1%82%D0%BE%D0%BD_%D1%84%D1%96%D0%BD%D0%B0%D0%BB_%D0%A4%D0%91-%D1%96%D0%B2%D0%B5%D0%BD%D1%82/3efba0adf685de5c348a554a5d735d45.png,7 грудня 2023 (четвер),12:00,онлайн,безкоштовно,,"інвестиції, кар’єра, мітап, технології",42
Learn IT: вебінар «Стартап: як розпочати та розвинути?» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/07.12/3a4aa877cc9d40119b4593bcd836e5b5.png,7 грудня 2023 (четвер),16:00,онлайн,безкоштовно,,"вебінар, кар’єра, стартап, технології",39
Webinar: Boosting Productivity with Custom Software: Case Studies and Best Practices (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Slide_16_9_-_22/cdbc4767a14aff246292c5438b960148.png,07 December 2023 (Thursday),19:00,Online,free,,"бізнес, вебінар, технології",25
"Офлайн DOU Product Meetup, Київ (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/product-meetup_1900x1080_DiXB86C/79d54df7655fe82288a1c22b9c27273a.png,12 грудня 2023 (вівторок),18:00 — 21:30,"Київ, UNIT.City",донат на ЗСУ — від 500 грн,"https://dou.ua/users/kristina-malysheva/, https://dou.ua/users/invisible-horizons/, https://dou.ua/users/anastasia-radionova-1/, https://dou.ua/users/stas-sokolov/, https://dou.ua/users/alex-padalka/, https://dou.ua/users/alexander-padalka-1/, https://dou.ua/users/mariya-dzvinka/, https://dou.ua/users/mike-silanin/, https://dou.ua/users/oleksii-hryshko/, https://dou.ua/users/tamila-sakiv/, https://dou.ua/users/denis-latyish/, https://dou.ua/users/anton-gorbach-3/, https://dou.ua/users/denis-pisarev/, https://dou.ua/users/lena-baranova-1/, https://dou.ua/users/vladyslav-butenko-2/, https://dou.ua/users/anna-horoshkovataya/, https://dou.ua/users/danil-kazimirov-1/, https://dou.ua/users/paladiy/, https://dou.ua/users/julia-starun/, https://dou.ua/users/angelina-dashkovska/, https://dou.ua/users/nadia-romanushko/, https://dou.ua/users/polina-karpenko/, https://dou.ua/users/andrej-vyihodtsev/, https://dou.ua/users/yaroslav-fedorovskyi/, https://dou.ua/users/obatozhnyi/, https://dou.ua/users/aleksandr-kushchynskyi/, https://dou.ua/users/oleh-idolov/, https://dou.ua/users/alexandra-slesareva/, https://dou.ua/users/vladislav-savchenko-4/, https://dou.ua/users/tatyanazavyalova/, https://dou.ua/users/diana-tokman/, https://dou.ua/users/sergs1207/, https://dou.ua/users/oleksandr-rubel/, https://dou.ua/users/maksim-mironenko/, https://dou.ua/users/dmytro-kokoriev/, https://dou.ua/users/evgenij-mamaenko-1/, https://dou.ua/users/viktoriia-karpuk/, https://dou.ua/users/daria-gurianova-2/, https://dou.ua/users/ihor-herasymenko/, https://dou.ua/users/yarik-voloshyn/, https://dou.ua/users/julia-k-9/, https://dou.ua/users/alina-charkina-1/, https://dou.ua/users/andrii-hlushchenko-1/, https://dou.ua/users/slava-kobzar/, https://dou.ua/users/svyatoslav-sarapin-1/, https://dou.ua/users/anna-krasko/, https://dou.ua/users/leroy-wagner/, https://dou.ua/users/bogdan-savchenko-4/, https://dou.ua/users/ivan-bezroda-1/, https://dou.ua/users/andrey-drozd/, https://dou.ua/users/alexandr-korolenko/, https://dou.ua/users/vladislav-usichenko/, https://dou.ua/users/viktor-ivanko/, https://dou.ua/users/denis-shergin/, https://dou.ua/users/andrii-korotun/, https://dou.ua/users/vitalina-osinska/, https://dou.ua/users/valeriya-panasyuk/, https://dou.ua/users/liliya-malyar/, https://dou.ua/users/iuliia-ladna/, https://dou.ua/users/maks-petrenko/, https://dou.ua/users/vlad-kalnichencko/, https://dou.ua/users/alex-kuprin-4/, https://dou.ua/users/antony-nickname/, https://dou.ua/users/alina-zinovchuk-1/, https://dou.ua/users/andrii-vlasenko-2/, https://dou.ua/users/ilona-bulbakh/, https://dou.ua/users/kateryna-cherenkova/","DOU events, product, благодійність, кар’єра, мітап, технології",4556
Практичний курс: QA менеджмент від QA Group (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BA%D1%83%D1%80%D1%81_QA_%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82/eadb8cf4bce2e98e102c69d6d60dd51a.png,12 грудня 2023 (вівторок),,online,12000 грн./місяць,,"QA, кар’єра, курси, менеджмент, тестування, технології",305
Лекція «Штучний Інтелект: потужний співавтор у графічному дизайні» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/photo_2023-11-09_18-07-56/884f048090dd6e6c0ce6986a388d198f.png,12 грудня 2023 (вівторок),19:30,Online,безкоштовно,https://dou.ua/users/dobromasha-dobrovolskaya/,"AI, вебінар, дизайн, кар’єра",237
Онлайн-конференція AWS Notes. Chapter 1. IoT (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%97%D0%B0%D0%B3%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0_%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B0_%D0%B4%D0%BB%D1%8F_%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0%D1%86%D1%96%D1%97_%D0%B2_%D0%BA%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%B0%D1%85___SEO_%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B0/b688156b34c77e9721aa6dedf223dd97.png,12 грудня 2023 (вівторок),,онлайн,безкоштовно,"https://dou.ua/users/shane-oneil/, https://dou.ua/users/kateryna-kucherniuk/, https://dou.ua/users/mykhailo-stieblov/","cloud, IoT, кар’єра, конференція, технології",175
"Вебінар «Як провести Discovery на новому проєкті та не облажатися: 2 техніки, які спростять роботу бізнес-аналітику» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0_%D0%B2%D0%B5%D0%B1%D0%B8%D0%BD%D0%B0%D1%80%D0%B0_%D0%9D%D0%9E%D0%92%D0%90%D0%AF_10_F8SIc62/91748b2b96e920c0fe82d34fb8d20d61.png,12 грудня 2023 (вівторок),19:00,Online,Безкоштовно,"https://dou.ua/users/wasrull/, https://dou.ua/users/natie-tim/, https://dou.ua/users/dmitriy-shamayko/","вебінар, кар’єра, менеджмент",116
Synergy. IT Business & IT Education: 10th anniversary edition (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D0%BA%D0%B0_1920x1080-100/2f163d8e9d782323dada389abb3cc016.png,11 — 12 грудня 2023,,Київ та онлайн,благодійний внесок на проєкт «Загартована сотня»,"https://dou.ua/users/mihail-shubin/, https://dou.ua/users/bohdan-tsehelnyi/","бізнес, конференція, стартап, технології",357
Курс “JavaScript для початківців” від CHI IT Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/FB_JS_2.2/364ac21612a5df1598c31ab235ef7027.png,11 грудня 2023 (понеділок),,Online,4400 грн/міс.,,"JavaScript, junior, кар’єра, курси, технології",215
Благодійний курс «Управління ІТ-бізнесом. Від продажів до команди» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1699037019431/4100643e74489e3fab0be0325cf3ba53.png,11 грудня 2023 (понеділок),,"Вінниця, проспект Космонавтів, 30А, 8 поверх та онлайн",Донат на ЗСУ,https://dou.ua/users/dmitrij-sofyna/,"BA, Sales, благодійність, кар’єра, курси",170
Воркшоп «Запуск першого Django проєкту. Актуальність фреймворку у 2024» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/creo_python/954b304c1a47f2bedac59085cfeae121.png,11 грудня 2023 (понеділок),18:00,online,Безкоштовно,"https://dou.ua/users/dmytro-ohanov/, https://dou.ua/users/vitaliy-frolov-1/, https://dou.ua/users/anhelina-lunova/, https://dou.ua/users/s-sd/, https://dou.ua/users/daniel-m-1/","Python, воркшоп, технології",108
Безоплатна освіта для партнерок військовослужбовців та ветеранів в Projector Foundation (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Foundation_logo_blue_1/3c12658f364c68956857c51e54e8613d.png,10 грудня 2023 (неділя),,онлайн,безоплатно,https://dou.ua/users/vanya-kravchuk/,"війна, ветерани, кар’єра, курси, маркетинг, менеджмент",283
Women Techmakers Ukraine: “Recharge for 2024” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1700646667885-image.png/f1e19788eaa5891cd5bdcfb16c81495a.png,10 грудня 2023 (неділя),,"Київ, вул. Січових Стрільців, 23A, «Kooperativ»",Early birds: 400 UAH,"https://dou.ua/users/nataliya-shevelyova/, https://dou.ua/users/yana-stovbur/","junior, благодійність, жінки в IT, кар’єра, технології",245
Конференція PM & BA Kyiv IT Rally (подія в архіві),https://s.dou.ua/CACHE/images/img/events/840%D1%85460_All_speakers-9/20a9d03569724f58ce2e3d93be01c7e8.png,10 грудня 2023 (неділя),10:30,"Київ, Саксаганського 1Г, Campus Community",1000 грн.,,"BA, кар’єра, конференція, менеджмент, технології",212
Онлайн-подія NightCat.Day 2023 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/ncday23_cover_notext/da4b63adc21b437164d6d5c614d0a73c.png,10 December 2023 (Sunday),20:00,онлайн,безкоштовно,"https://dou.ua/users/yeva-myezyentsova/, https://dou.ua/users/andrew-kokhan/, https://dou.ua/users/valentin-didur/, https://dou.ua/users/anastasiia-riepikhova/","gamedev, мітап, технології",125
Intelligent Chess Challenge 2023. Київ (подія в архіві),https://s.dou.ua/CACHE/images/img/events/MicrosoftTeams-image_1_hLIsmX4/ede1fd20d100efdb2e755446e37e6a4f.png,9 грудня 2023 (субота),,"Київ, Спортивна площа, 1а, БЦ Gulliver",Благодійний внесок від 300 гривень. Усі гроші підуть на планшети для 116 окремої механізованої бригади,"https://dou.ua/users/dmitro-yatsev/, https://dou.ua/users/aleksandr-degtyarenko-1/","благодійність, змагання",348
The international informal programming The Proggy-Buggy Contest 2023 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DataArt-ProggyBuggy-general-banner-1080x1080/9d0e986bd78f8dbdc5274fc2e3edac41.png,09 December 2023 (Saturday),12:00,online and offline,free,"https://dou.ua/users/olga.denisenko/, https://dou.ua/users/mexasgamer/","junior, змагання, кар’єра, технології",158
EPAM AWS Discovery Day: Deep Dive into Amazon Infrastructure as Code (IaC) tools (подія в архіві),https://s.dou.ua/CACHE/images/img/events/MicrosoftTeams-image_89/df18d4e6386902bc4df404f190455550.png,9 грудня 2023 (субота),10:00,Онлайн,Безкоштовно,https://dou.ua/users/mykhailo-stieblov/,"cloud, вебінар, кар’єра, технології",145
Мітап «Ранкова кава про вимоги до вакансій та резюме» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/image_2023-12-06_15-44-55/361266993c69262c5f86e2bf8559a5b9.png,9 грудня 2023 (субота),11:00,Львів,за донат,,"HR, QA, кар’єра, мітап, тестування",85
Безкоштовний тренінг «Вивчаємо Spring Framework 6 та Spring Boot 3» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/spring_boot/1bf79104b186b11ca5a13ae258b4cd69.png,9 — 10 грудня 2023,10:00 — 18:00,Онлайн,безкоштовно,"https://dou.ua/users/sergey-morenets/, https://dou.ua/users/viacheslav-voroshylov/","Java, воркшоп, технології",62
Вебінар «Python для автоматизації тестування. Перші кроки: пишемо програму отримання курсу валют» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Python_1/8e919ff0cec86298b8cdc21d76c65286.png,8 грудня 2023 (п'ятниця),19:00,Онлайн,Безкоштовно,"https://dou.ua/users/freedomsaha/, https://dou.ua/users/maxim-bordyug/","Python, вебінар, тестування, технології",151
Open Talk «AWS сертифікація. Яка вам та команді більше підійде у 2024?» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BA%D1%80%D0%B5%D0%BE_%D0%B4%D0%B5%D0%B2%D0%BE%D0%BF%D1%81-min/79448b185e2a6f61b45b1e1ab35be47b.png,8 грудня 2023 (п'ятниця),18:00,online,Безкоштовно,,"DevOps, вебінар, сертифікація, технології",72
Trainee Content Writer (Internship) by SysGears (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF__D6ZfQ5z/9c61c6800b57ce29dd8debadb9888a64.png,13 December 2023 (Wednesday),,Київ,free,"https://dou.ua/users/vieness/, https://dou.ua/users/vera-storozhenko/, https://dou.ua/users/vitalij-otverchenko/, https://dou.ua/users/michael-navrotsky/, https://dou.ua/users/name-name-2-1/","junior, кар’єра, курси, маркетинг",1308
